"fieldId","btId","type","name","nameLabel","descriptionLabel","parentNodeId","maxLength","privacyCode","xpathAbsolute","businessEntityId"
"BT-196(BT-734)-Lot-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotAwardCriteriaNameUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-nam']/efbc:ReasonDescription/@languageID","lot"
"BT-196(BT-734)-LotsGroup","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriteriaNameUnpublish","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-nam']/efbc:ReasonDescription","groupOfLots"
"BT-196(BT-734)-LotsGroup-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriteriaNameUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-nam']/efbc:ReasonDescription/@languageID","groupOfLots"
"BT-196(BT-759)-LotResult","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-ReceivedSubmissionCountUnpublish","6000","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:ReceivedSubmissionsStatistics/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='rec-sub-cou']/efbc:ReasonDescription","resultForLot"
"BT-196(BT-759)-LotResult-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-ReceivedSubmissionCountUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:ReceivedSubmissionsStatistics/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='rec-sub-cou']/efbc:ReasonDescription/@languageID","resultForLot"
"BT-196(BT-760)-LotResult","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-ReceivedSubmissionTypeUnpublish","6000","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:ReceivedSubmissionsStatistics/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='rec-sub-typ']/efbc:ReasonDescription","resultForLot"
"BT-196(BT-760)-LotResult-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-ReceivedSubmissionTypeUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:ReceivedSubmissionsStatistics/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='rec-sub-typ']/efbc:ReasonDescription/@languageID","resultForLot"
"BT-196(BT-773)-Tender","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-SubcontractingUnpublish","6000","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:SubcontractingTerm[efbc:TermCode/@listName='applicability']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='sub-con']/efbc:ReasonDescription","tender"
"BT-196(BT-773)-Tender-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-SubcontractingUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:SubcontractingTerm[efbc:TermCode/@listName='applicability']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='sub-con']/efbc:ReasonDescription/@languageID","tender"
"BT-196(BT-1118)-NoticeResult","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-NoticeApproximateValueUnpublish","6000","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='not-app-val']/efbc:ReasonDescription","noticeResult"
"BT-196(BT-1118)-NoticeResult-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-NoticeApproximateValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='not-app-val']/efbc:ReasonDescription/@languageID","noticeResult"
"BT-196(BT-1252)-Procedure","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-DirectAwardJustificationPreviousUnpublish","6000","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='direct-award-justification']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='dir-awa-pre']/efbc:ReasonDescription","procedure"
"BT-196(BT-1252)-Procedure-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-DirectAwardJustificationPreviousUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='direct-award-justification']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='dir-awa-pre']/efbc:ReasonDescription/@languageID","procedure"
"BT-196(BT-1351)-Procedure","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-ProcedureAcceleratedJustificationUnpublish","6000","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='accelerated-procedure']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-acc-jus']/efbc:ReasonDescription","procedure"
"BT-196(BT-1351)-Procedure-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-ProcedureAcceleratedJustificationUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='accelerated-procedure']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-acc-jus']/efbc:ReasonDescription/@languageID","procedure"
"BT-196(BT-1561)-NoticeResult","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-GroupReestimatedValueUnpublish","6000","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:GroupFramework/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='gro-ree-val']/efbc:ReasonDescription","noticeResult"
"BT-196(BT-1561)-NoticeResult-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-GroupReestimatedValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:GroupFramework/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='gro-ree-val']/efbc:ReasonDescription/@languageID","noticeResult"
"BT-196(BT-5421)-Lot","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotAwardCriterionNumberWeightUnpublish","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-weight']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-wei']/efbc:ReasonDescription","lot"
"BT-196(BT-5421)-Lot-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotAwardCriterionNumberWeightUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-weight']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-wei']/efbc:ReasonDescription/@languageID","lot"
"BT-196(BT-5421)-LotsGroup","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriterionNumberWeightUnpublish","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-weight']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-wei']/efbc:ReasonDescription","groupOfLots"
"BT-196(BT-5421)-LotsGroup-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriterionNumberWeightUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-weight']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-wei']/efbc:ReasonDescription/@languageID","groupOfLots"
"BT-196(BT-5422)-Lot","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotAwardCriterionNumberFixUnpublish","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-fix']/efbc:ReasonDescription","lot"
"BT-196(BT-5422)-Lot-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotAwardCriterionNumberFixUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-fix']/efbc:ReasonDescription/@languageID","lot"
"BT-196(BT-5422)-LotsGroup","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriterionNumberFixUnpublish","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-fix']/efbc:ReasonDescription","groupOfLots"
"BT-196(BT-5422)-LotsGroup-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriterionNumberFixUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-fix']/efbc:ReasonDescription/@languageID","groupOfLots"
"BT-196(BT-5423)-Lot","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotAwardCriterionNumberThresholdUnpublish","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-thr']/efbc:ReasonDescription","lot"
"BT-196(BT-5423)-Lot-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotAwardCriterionNumberThresholdUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-thr']/efbc:ReasonDescription/@languageID","lot"
"BT-196(BT-5423)-LotsGroup","BT-196","text-multilingual","Unpublished Justification Description","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriterionNumberThresholdUnpublish","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-thr']/efbc:ReasonDescription","groupOfLots"
"BT-196(BT-5423)-LotsGroup-Language","BT-196","code","Unpublished Justification Description Language","Justification for publishing later","The justification for not immediately publishing a field and for the choice of a later date at which it can be published.","ND-LotsGroupAwardCriterionNumberThresholdUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-thr']/efbc:ReasonDescription/@languageID","groupOfLots"
"BT-197(BT-09)-Procedure","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-CrossBorderLawUnpublish","NULL","NULL","/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference[cbc:ID/text()='CrossBorderLaw']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='cro-bor-law']/cbc:ReasonCode","procedure"
"BT-197(BT-09)-Procedure-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-CrossBorderLawUnpublish","NULL","NULL","/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference[cbc:ID/text()='CrossBorderLaw']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='cro-bor-law']/cbc:ReasonCode/@listName","procedure"
"BT-197(BT-88)-Procedure","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-ProcedureFeaturesUnpublish","NULL","NULL","/*/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-fea']/cbc:ReasonCode","procedure"
"BT-197(BT-88)-Procedure-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-ProcedureFeaturesUnpublish","NULL","NULL","/*/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-fea']/cbc:ReasonCode/@listName","procedure"
"BT-197(BT-105)-Procedure","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-ProcedureTypeUnpublish","NULL","NULL","/*/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-typ']/cbc:ReasonCode","procedure"
"BT-197(BT-105)-Procedure-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-ProcedureTypeUnpublish","NULL","NULL","/*/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-typ']/cbc:ReasonCode/@listName","procedure"
"BT-197(BT-106)-Procedure","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-ProcedureAcceleratedUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='accelerated-procedure']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-acc']/cbc:ReasonCode","procedure"
"BT-197(BT-106)-Procedure-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-ProcedureAcceleratedUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='accelerated-procedure']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='pro-acc']/cbc:ReasonCode/@listName","procedure"
"BT-197(BT-118)-NoticeResult","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-NoticeMaximumValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='not-max-val']/cbc:ReasonCode","noticeResult"
"BT-197(BT-118)-NoticeResult-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-NoticeMaximumValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='not-max-val']/cbc:ReasonCode/@listName","noticeResult"
"BT-197(BT-135)-Procedure","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-DirectAwardJustificationTextUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='direct-award-justification']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='dir-awa-tex']/cbc:ReasonCode","procedure"
"BT-197(BT-135)-Procedure-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-DirectAwardJustificationTextUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='direct-award-justification']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='dir-awa-tex']/cbc:ReasonCode/@listName","procedure"
"BT-197(BT-136)-Procedure","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-DirectAwardJustificationCodeUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='direct-award-justification']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='dir-awa-jus']/cbc:ReasonCode","procedure"
"BT-197(BT-136)-Procedure-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-DirectAwardJustificationCodeUnpublish","NULL","NULL","/*/cac:TenderingProcess/cac:ProcessJustification[cbc:ProcessReasonCode/@listName='direct-award-justification']/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='dir-awa-jus']/cbc:ReasonCode/@listName","procedure"
"BT-197(BT-142)-LotResult","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-WinnerChosenUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='win-cho']/cbc:ReasonCode","resultForLot"
"BT-197(BT-142)-LotResult-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-WinnerChosenUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='win-cho']/cbc:ReasonCode/@listName","resultForLot"
"BT-197(BT-144)-LotResult","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-NotAwardedReasonUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:DecisionReason/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='no-awa-rea']/cbc:ReasonCode","resultForLot"
"BT-197(BT-144)-LotResult-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-NotAwardedReasonUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:DecisionReason/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='no-awa-rea']/cbc:ReasonCode/@listName","resultForLot"
"BT-197(BT-156)-NoticeResult","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-GroupMaximumValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:GroupFramework/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='gro-max-val']/cbc:ReasonCode","noticeResult"
"BT-197(BT-156)-NoticeResult-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-GroupMaximumValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:GroupFramework/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='gro-max-val']/cbc:ReasonCode/@listName","noticeResult"
"BT-197(BT-160)-Tender","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-ConcessionRevenueBuyerUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='con-rev-buy']/cbc:ReasonCode","tender"
"BT-197(BT-160)-Tender-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-ConcessionRevenueBuyerUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='con-rev-buy']/cbc:ReasonCode/@listName","tender"
"BT-197(BT-161)-NoticeResult","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-NoticeValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='not-val']/cbc:ReasonCode","noticeResult"
"BT-197(BT-161)-NoticeResult-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-NoticeValueUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='not-val']/cbc:ReasonCode/@listName","noticeResult"
"BT-197(BT-162)-Tender","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-ConcessionRevenueUserUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='con-rev-use']/cbc:ReasonCode","tender"
